"filename", "language", "JavaScript", "JSON with Comments", "TypeScript", "JSON", "HTML", "XML", "Markdown", "TypeScript JSX", "CSS", "comment", "blank", "total"
"/home/mcs/Workspace/react/tech-heim/src/components/Elements/Count/index.ts", "TypeScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/home/mcs/Workspace/react/tech-heim/src/components/Elements/FAQ/Description.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 2, 8
"/home/mcs/Workspace/react/tech-heim/src/components/Elements/FAQ/Question.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 4, 20
"/home/mcs/Workspace/react/tech-heim/src/components/Elements/FAQ/Title.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 4, 24
"/home/mcs/Workspace/react/tech-heim/src/components/Elements/FAQ/index.ts", "TypeScript", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/home/mcs/Workspace/react/tech-heim/src/components/Elements/Form/Form.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 3, 29
"/home/mcs/Workspace/react/tech-heim/src/components/Elements/Form/index.ts", "TypeScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/home/mcs/Workspace/react/tech-heim/src/components/Elements/Icon/Icon.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 4, 21
"/home/mcs/Workspace/react/tech-heim/src/components/Elements/Icon/index.ts", "TypeScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/home/mcs/Workspace/react/tech-heim/src/components/Elements/IconText/IconText.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 3, 24
"/home/mcs/Workspace/react/tech-heim/src/components/Elements/IconText/index.ts", "TypeScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/home/mcs/Workspace/react/tech-heim/src/components/Elements/Input/Input.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 65, 0, 0, 3, 68
"/home/mcs/Workspace/react/tech-heim/src/components/Elements/Input/TextField.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 2, 22
"/home/mcs/Workspace/react/tech-heim/src/components/Elements/Input/UserInput.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 81, 0, 0, 5, 86
"/home/mcs/Workspace/react/tech-heim/src/components/Elements/Input/index.ts", "TypeScript", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/home/mcs/Workspace/react/tech-heim/src/components/Elements/Link/Link.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 5, 45
"/home/mcs/Workspace/react/tech-heim/src/components/Elements/Link/index.ts", "TypeScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/home/mcs/Workspace/react/tech-heim/src/components/Elements/Menu/Subcategory.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 4, 42
"/home/mcs/Workspace/react/tech-heim/src/components/Elements/Menu/index.ts", "TypeScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/home/mcs/Workspace/react/tech-heim/src/components/Elements/Message/Message.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 4, 36
